hhid,rang,age,sexe,niveau_educ
02601,1,29.0,1,Aucun
02601,2,5.0,2,Aucun
02601,3,21.0,1,Primaire
02601,4,73.0,1,Primaire
02601,5,27.0,2,Secondaire
02601,6,42.0,2,Primaire
02601,7,6.0,2,Secondaire
02602,1,42.0,1,Aucun
02602,2,61.0,2,Primaire
02602,3,67.0,2,Secondaire
02602,4,17.0,2,Primaire
02602,5,34.0,2,Secondaire
02602,6,,2,Aucun
02602,7,41.0,1,Secondaire
02603,1,57.0,1,Secondaire
02603,2,59.0,1,Aucun
02603,3,1.0,2,Aucun
02603,4,47.0,2,Aucun
02603,5,8.0,1,Aucun
02603,6,71.0,2,Aucun
02603,7,54.0,2,Aucun
02604,1,36.0,1,Aucun
02604,2,68.0,2,Aucun
02604,3,68.0,2,Aucun
02604,4,6.0,2,Secondaire
02605,1,48.0,1,Secondaire
02605,2,55.0,1,Secondaire
02605,3,29.0,1,Aucun
02605,4,20.0,1,Secondaire
02605,5,36.0,2,Secondaire
02605,6,16.0,2,Aucun
02605,7,73.0,1,Primaire
02605,8,11.0,2,Aucun
02605,9,39.0,2,Secondaire
02606,1,48.0,1,Secondaire
02606,2,12.0,1,
02606,3,34.0,1,Aucun
02606,4,0.0,2,Aucun
02606,5,10.0,2,Primaire
02607,1,39.0,2,Aucun
02607,2,72.0,2,Secondaire
02607,3,38.0,1,Secondaire
02608,1,44.0,1,Primaire
02608,2,19.0,2,Aucun
02608,3,69.0,1,Superieur
02608,4,32.0,2,Secondaire
02608,5,33.0,2,Aucun
02608,6,61.0,1,Primaire
02609,1,56.0,1,Superieur
02609,2,66.0,2,Superieur
02609,3,12.0,2,Aucun
02610,1,35.0,1,Aucun
02610,2,62.0,1,Secondaire
02610,3,44.0,1,Aucun
02610,4,45.0,2,
02610,5,64.0,2,Primaire
02610,6,64.0,1,Aucun
02610,7,52.0,1,Primaire
02610,8,40.0,1,Secondaire
02611,1,,1,Aucun
02611,2,14.0,2,Secondaire
02611,3,17.0,1,Secondaire
02611,4,31.0,1,Aucun
02611,5,36.0,2,Aucun
02611,6,29.0,1,Secondaire
02611,7,63.0,1,Secondaire
02612,1,30.0,1,
02612,2,11.0,2,Secondaire
02612,3,30.0,2,Primaire
02612,4,14.0,2,Primaire
02613,1,44.0,1,Secondaire
02613,2,28.0,2,Secondaire
02613,3,0.0,2,Aucun
02613,4,28.0,1,
02613,5,45.0,1,Aucun
02613,6,73.0,2,Secondaire
02613,7,18.0,1,Aucun
02613,8,12.0,2,Primaire
02613,9,67.0,1,Aucun
02613,10,16.0,2,Primaire
02614,1,41.0,2,Aucun
02614,2,47.0,2,Superieur
02614,3,51.0,1,Aucun
02614,4,72.0,2,Secondaire
02614,5,71.0,1,Aucun
02615,1,35.0,1,Aucun
02615,2,29.0,2,Aucun
02615,3,69.0,1,Aucun
02616,1,44.0,1,Aucun
02616,2,17.0,2,Secondaire
02616,3,45.0,1,Primaire
02616,4,42.0,1,Secondaire
02616,5,60.0,1,
02616,6,50.0,1,Aucun
02617,1,58.0,1,Primaire
02617,2,31.0,2,Aucun
02617,3,71.0,2,Aucun
02617,4,17.0,2,Secondaire
02617,5,67.0,1,Primaire
02617,6,28.0,2,Primaire
02617,7,11.0,2,Aucun
02618,1,34.0,1,Secondaire
02618,2,1.0,1,Aucun
02618,3,7.0,2,Primaire
02618,4,23.0,2,Primaire
02618,5,28.0,2,Primaire
02618,6,49.0,2,Aucun
02619,1,32.0,1,Secondaire
02619,2,49.0,2,
02619,3,3.0,1,Aucun
02619,4,66.0,2,Primaire
02620,1,64.0,1,Aucun
02620,2,68.0,1,Secondaire
02620,3,40.0,2,Primaire
02620,4,72.0,2,Secondaire
02620,5,68.0,1,Secondaire
02620,6,33.0,1,Aucun
02621,1,37.0,1,Aucun
02621,2,67.0,1,Primaire
02621,3,14.0,1,Aucun
02621,4,3.0,2,Aucun
02622,1,47.0,1,Primaire
02622,2,52.0,2,Primaire
02622,3,26.0,2,Aucun
02622,4,46.0,1,Primaire
02622,5,32.0,1,Primaire
02622,6,54.0,2,Primaire
02622,7,35.0,1,Primaire
02622,8,46.0,1,Primaire
02622,9,58.0,2,Primaire
02622,10,45.0,1,Secondaire
02622,11,21.0,2,Secondaire
02622,12,49.0,1,Aucun
02623,1,34.0,1,Secondaire
02623,2,68.0,1,Secondaire
02623,3,66.0,1,Primaire
02623,4,10.0,1,Primaire
02624,1,41.0,1,Primaire
02624,2,43.0,1,Primaire
02624,3,58.0,2,Aucun
02624,4,27.0,2,
02624,5,41.0,1,
02624,6,57.0,1,Primaire
02624,7,38.0,2,Aucun
02625,1,42.0,1,Primaire
02625,2,13.0,2,Primaire
02625,3,67.0,2,
02625,4,36.0,1,Primaire
02625,5,53.0,1,Secondaire
02625,6,58.0,1,Aucun
02625,7,25.0,2,
02626,1,48.0,1,Aucun
02626,2,10.0,2,Primaire
02626,3,53.0,1,Primaire
02626,4,18.0,1,Aucun
02627,1,68.0,1,Secondaire
02627,2,1.0,1,Aucun
02627,3,68.0,1,Primaire
02627,4,60.0,1,Aucun
02627,5,33.0,2,Primaire
02627,6,62.0,2,Primaire
02628,1,48.0,1,Aucun
02628,2,47.0,2,Primaire
02628,3,46.0,1,Primaire
02628,4,6.0,1,
02628,5,60.0,2,Primaire
02628,6,57.0,1,Primaire
02628,7,48.0,1,Secondaire
02628,8,31.0,1,Secondaire
02629,1,52.0,1,
02629,2,1.0,1,Aucun
02629,3,49.0,2,Superieur
02629,4,53.0,1,Aucun
02630,1,22.0,2,Primaire
02630,2,8.0,2,Aucun
02630,3,6.0,1,Aucun
02630,4,14.0,2,Primaire
02630,5,70.0,1,Secondaire
02630,6,,2,Secondaire
02630,7,59.0,2,Primaire
02631,1,39.0,1,Aucun
02631,2,16.0,2,
02631,3,45.0,1,Primaire
02631,4,52.0,2,Primaire
02631,5,69.0,1,Aucun
02631,6,21.0,2,Aucun
02631,7,39.0,1,Primaire
02631,8,48.0,2,Secondaire
02631,9,40.0,2,Primaire
02632,1,46.0,2,Aucun
02632,2,74.0,2,Aucun
02633,1,45.0,2,Secondaire
02633,2,7.0,1,Primaire
02633,3,63.0,1,Aucun
02633,4,2.0,1,Aucun
02634,1,58.0,1,Superieur
02634,2,0.0,2,Aucun
02634,3,63.0,2,Primaire
02635,1,48.0,1,Primaire
02635,2,41.0,2,Primaire
02635,3,32.0,1,Aucun
02635,4,68.0,1,Superieur
02635,5,31.0,2,Aucun
02635,6,38.0,1,Secondaire
02635,7,47.0,1,Secondaire
02636,1,45.0,1,Aucun
02636,2,31.0,2,Aucun
02636,3,14.0,2,Primaire
02636,4,39.0,1,Secondaire
02636,5,50.0,1,Secondaire
02636,6,39.0,2,Aucun
02636,7,26.0,1,Primaire
02636,8,44.0,2,Aucun
02637,1,50.0,1,Secondaire
02637,2,17.0,2,Aucun
02637,3,49.0,2,Aucun
02637,4,19.0,2,Secondaire
02637,5,64.0,2,Primaire
02637,6,45.0,1,Aucun
02637,7,67.0,1,Primaire
02637,8,11.0,2,Aucun
02638,1,46.0,2,Primaire
02638,2,17.0,1,Secondaire
02638,3,70.0,2,Aucun
02639,1,39.0,1,Secondaire
02639,2,36.0,2,Secondaire
02639,3,14.0,1,Secondaire
02639,4,49.0,1,Superieur
02639,5,32.0,1,Superieur
02639,6,33.0,1,Aucun
02639,7,29.0,1,Aucun
02640,1,39.0,2,Primaire
02640,2,40.0,2,Superieur
02640,3,20.0,1,Primaire
02640,4,56.0,1,Secondaire
02640,5,58.0,2,Aucun
02640,6,25.0,2,Aucun
02640,7,19.0,1,Aucun
02640,8,43.0,2,Primaire
02640,9,25.0,1,
02640,10,69.0,2,Secondaire
02641,1,29.0,1,Primaire
02641,2,37.0,2,Aucun
02641,3,71.0,2,
02641,4,21.0,2,Aucun
02641,5,54.0,2,Primaire
02641,6,25.0,1,Primaire
02641,7,23.0,2,Aucun
02641,8,39.0,2,Aucun
02641,9,35.0,1,Aucun
02641,10,24.0,2,Secondaire
02641,11,60.0,1,Secondaire
02642,1,39.0,2,Secondaire
02642,2,72.0,1,Aucun
02642,3,1.0,2,Aucun
02642,4,36.0,1,Primaire
02642,5,64.0,2,Primaire
02642,6,23.0,2,Aucun
02643,1,40.0,1,Secondaire
02643,2,62.0,2,Secondaire
02643,3,50.0,1,Secondaire
02643,4,53.0,2,Aucun
02643,5,65.0,1,Primaire
02644,1,52.0,1,Aucun
02644,2,69.0,1,Aucun
02644,3,28.0,1,Secondaire
02645,1,20.0,2,Secondaire
02645,2,68.0,2,Secondaire
02645,3,12.0,1,Aucun
02645,4,49.0,2,Primaire
02645,5,6.0,2,Secondaire
02645,6,2.0,2,Aucun
02646,1,51.0,1,Aucun
02646,2,46.0,2,Aucun
02646,3,66.0,1,Aucun
02646,4,53.0,1,Primaire
02646,5,5.0,1,Aucun
02646,6,13.0,1,Aucun
02647,1,36.0,1,Aucun
02647,2,57.0,2,Primaire
02647,3,54.0,2,Secondaire
02647,4,62.0,1,Primaire
02647,5,61.0,2,Secondaire
02647,6,12.0,1,Aucun
02648,1,54.0,2,Aucun
02648,2,40.0,2,Primaire
02648,3,40.0,1,Primaire
02648,4,35.0,1,Aucun
02648,5,28.0,1,Secondaire
02648,6,3.0,2,Aucun
02648,7,39.0,2,Secondaire
02649,1,20.0,2,Secondaire
02649,2,69.0,2,Secondaire
02649,3,,2,Superieur
02649,4,3.0,2,
02650,1,43.0,1,Aucun
02650,2,52.0,2,Primaire
02650,3,25.0,1,Aucun
02650,4,26.0,1,Secondaire
02650,5,33.0,1,Aucun
02651,1,58.0,1,Secondaire
02651,2,58.0,2,Secondaire
02651,3,2.0,2,Aucun
02652,1,45.0,1,Primaire
02652,2,46.0,2,Aucun
02652,3,19.0,1,Primaire
02652,4,15.0,1,Primaire
02652,5,62.0,1,Primaire
02652,6,43.0,1,Primaire
02653,1,54.0,1,Aucun
02653,2,70.0,1,Secondaire
02653,3,18.0,1,Secondaire
02653,4,50.0,1,Aucun
02654,1,46.0,1,Primaire
02654,2,27.0,1,Aucun
02654,3,15.0,1,Primaire
02654,4,32.0,2,Aucun
02654,5,11.0,1,Primaire
02654,6,4.0,1,Aucun
02654,7,41.0,1,Aucun
02654,8,22.0,2,Secondaire
02654,9,5.0,1,Aucun
02655,1,37.0,1,Primaire
02655,2,25.0,2,Aucun
02655,3,53.0,2,Aucun
02656,1,52.0,1,Secondaire
02656,2,28.0,2,Primaire
02656,3,14.0,1,Secondaire
02656,4,48.0,2,Aucun
02656,5,58.0,1,Aucun
02656,6,72.0,2,Aucun
02656,7,72.0,2,Secondaire
02657,1,59.0,2,Primaire
02657,2,20.0,2,Primaire
02657,3,6.0,1,Aucun
02657,4,49.0,2,
02657,5,35.0,2,Aucun
02657,6,,2,Primaire
02657,7,1.0,2,Aucun
02658,1,58.0,1,Secondaire
02658,2,74.0,2,
02658,3,49.0,2,Aucun
02658,4,32.0,1,Aucun
02658,5,8.0,2,Secondaire
02658,6,47.0,1,Aucun
02658,7,44.0,2,Aucun
02659,1,33.0,1,Aucun
02659,2,5.0,2,Aucun
02659,3,34.0,2,Primaire
02659,4,40.0,2,Aucun
02659,5,30.0,2,
02660,1,58.0,1,Aucun
02660,2,7.0,1,Aucun
02660,3,33.0,2,Aucun
02660,4,43.0,2,Primaire
02660,5,9.0,1,Primaire
02660,6,51.0,2,Primaire
02660,7,39.0,1,Aucun
02660,8,40.0,2,Secondaire
02661,1,42.0,2,Primaire
02661,2,10.0,1,Primaire
02661,3,15.0,1,Aucun
02661,4,19.0,1,
02661,5,8.0,2,Secondaire
02661,6,28.0,1,
02661,7,0.0,2,Aucun
02662,1,50.0,1,Secondaire
02662,2,65.0,1,Aucun
02663,1,38.0,1,Aucun
02663,2,67.0,2,Aucun
02663,3,50.0,2,Primaire
02663,4,38.0,1,Primaire
02663,5,55.0,1,Superieur
02663,6,29.0,2,Aucun
02663,7,67.0,2,Primaire
02663,8,52.0,1,Aucun
02663,9,53.0,1,Secondaire
02664,1,55.0,1,Aucun
02664,2,73.0,2,Aucun
02664,3,9.0,1,Secondaire
02665,1,41.0,1,Aucun
02665,2,45.0,1,Primaire
02665,3,0.0,2,Aucun
02665,4,13.0,1,Secondaire
02665,5,44.0,1,Aucun
02665,6,5.0,1,Aucun
02665,7,41.0,2,Primaire
02665,8,3.0,2,Aucun
02666,1,52.0,1,Secondaire
02666,2,0.0,2,Aucun
02666,3,72.0,1,Superieur
02666,4,55.0,2,Primaire
02666,5,44.0,1,Aucun
02667,1,43.0,1,Superieur
02667,2,73.0,2,Primaire
02667,3,73.0,1,Primaire
02667,4,51.0,1,Primaire
02667,5,56.0,2,Aucun
02667,6,13.0,1,Secondaire
02667,7,11.0,1,Aucun
02667,8,63.0,2,Primaire
02667,9,18.0,1,Primaire
02668,1,55.0,2,Secondaire
02668,2,30.0,1,Secondaire
02668,3,4.0,2,Aucun
02668,4,22.0,2,Secondaire
02668,5,29.0,1,Primaire
02668,6,21.0,1,Aucun
02668,7,41.0,2,Primaire
02669,1,27.0,1,Primaire
02669,2,53.0,2,
02669,3,48.0,1,Secondaire
02669,4,53.0,1,Aucun
02669,5,19.0,2,Aucun
02670,1,33.0,1,Primaire
02670,2,38.0,1,Primaire
02670,3,7.0,2,Primaire
02670,4,73.0,2,Aucun
02670,5,60.0,2,
02670,6,22.0,2,Primaire
02670,7,4.0,2,
02670,8,43.0,2,Secondaire
02670,9,34.0,2,Aucun
02670,10,66.0,1,Aucun
02670,11,60.0,2,Primaire
02671,1,44.0,1,Secondaire
02671,2,18.0,1,Secondaire
02671,3,30.0,2,Aucun
02671,4,11.0,1,Aucun
02672,1,45.0,1,Aucun
02672,2,22.0,1,Secondaire
02672,3,71.0,2,Aucun
02672,4,56.0,1,Aucun
02672,5,2.0,2,Aucun
02672,6,29.0,2,Secondaire
02672,7,64.0,2,Secondaire
02672,8,4.0,2,Aucun
02672,9,22.0,2,Aucun
02672,10,46.0,1,
02673,1,33.0,1,Superieur
02673,2,38.0,1,Secondaire
02673,3,65.0,2,Primaire
02674,1,44.0,1,Primaire
02674,2,31.0,2,Secondaire
02674,3,3.0,1,Aucun
02674,4,47.0,2,Secondaire
02674,5,25.0,1,Secondaire
02674,6,69.0,2,Secondaire
02674,7,62.0,1,Aucun
02674,8,56.0,2,Primaire
02674,9,57.0,2,Secondaire
02675,1,56.0,1,Primaire
02675,2,36.0,2,Secondaire
02675,3,70.0,2,Superieur
02675,4,24.0,1,Aucun
02675,5,35.0,1,Primaire
02676,1,35.0,1,Primaire
02676,2,47.0,2,Primaire
02677,1,44.0,1,Secondaire
02677,2,16.0,1,Primaire
02677,3,7.0,1,Aucun
02677,4,62.0,2,Aucun
02677,5,56.0,2,Primaire
02677,6,5.0,2,Aucun
02677,7,69.0,2,Secondaire
02677,8,37.0,1,
02677,9,47.0,2,Primaire
02677,10,47.0,1,Superieur
02678,1,38.0,1,Primaire
02678,2,24.0,2,Aucun
02678,3,11.0,1,Primaire
02678,4,66.0,2,Aucun
02679,1,66.0,1,Aucun
02679,2,50.0,1,Aucun
02679,3,36.0,1,Secondaire
02679,4,31.0,1,Aucun
02679,5,23.0,2,Secondaire
02679,6,43.0,2,
02679,7,69.0,1,Primaire
02679,8,12.0,2,Aucun
02679,9,19.0,1,
02680,1,56.0,1,Primaire
02680,2,46.0,1,Secondaire
02680,3,46.0,2,Primaire
02680,4,50.0,1,Superieur
02680,5,15.0,2,Secondaire
02681,1,29.0,1,Aucun
02681,2,14.0,1,Secondaire
02681,3,6.0,2,Primaire
02681,4,27.0,2,Primaire
02681,5,17.0,2,Secondaire
02681,6,22.0,1,
02681,7,46.0,1,Primaire
02682,1,35.0,1,
02682,2,66.0,1,Primaire
02682,3,61.0,2,Primaire
02683,1,45.0,1,Primaire
02683,2,27.0,2,Aucun
02683,3,24.0,1,Aucun
02683,4,16.0,1,Secondaire
02683,5,14.0,1,Primaire
02684,1,37.0,1,Superieur
02684,2,45.0,1,Aucun
02684,3,65.0,1,Primaire
02684,4,43.0,2,Secondaire
02684,5,22.0,2,Secondaire
02684,6,2.0,1,Aucun
02684,7,41.0,1,Aucun
02685,1,34.0,1,Aucun
02685,2,28.0,1,Secondaire
02685,3,42.0,2,
02685,4,19.0,2,Primaire
02685,5,36.0,1,Aucun
02685,6,19.0,1,Primaire
02686,1,32.0,1,Aucun
02686,2,28.0,2,Aucun
02686,3,13.0,2,Secondaire
02686,4,27.0,1,Secondaire
02686,5,19.0,2,Secondaire
02686,6,42.0,1,
02686,7,57.0,1,Secondaire
02687,1,48.0,1,Primaire
02687,2,66.0,1,Primaire
02687,3,9.0,2,Primaire
02687,4,40.0,1,Secondaire
02687,5,30.0,1,
02687,6,17.0,2,Aucun
02688,1,49.0,1,Aucun
02688,2,9.0,2,Superieur
02688,3,17.0,2,Aucun
02688,4,32.0,1,Aucun
02689,1,39.0,1,Primaire
02689,2,50.0,1,Primaire
02689,3,13.0,1,Aucun
02689,4,65.0,2,Primaire
02689,5,12.0,2,Primaire
02689,6,22.0,1,Aucun
02689,7,13.0,2,Aucun
02689,8,,2,Aucun
02689,9,4.0,2,Aucun
02689,10,48.0,1,
02689,11,73.0,1,Aucun
02689,12,43.0,1,Primaire
02690,1,41.0,1,Aucun
02690,2,66.0,2,Secondaire
02690,3,6.0,2,Primaire
02690,4,61.0,2,Primaire
02690,5,56.0,2,Primaire
02690,6,30.0,2,Secondaire
02690,7,18.0,1,Aucun
02690,8,26.0,2,Secondaire
02690,9,6.0,2,Primaire
02690,10,72.0,2,Secondaire
02690,11,27.0,2,Aucun
02691,1,67.0,1,Primaire
02691,2,28.0,2,
02691,3,30.0,1,Primaire
02691,4,72.0,2,Superieur
02691,5,43.0,1,
02691,6,30.0,2,Aucun
02691,7,27.0,2,Aucun
02692,1,41.0,1,Aucun
02692,2,73.0,1,Primaire
02692,3,9.0,2,Aucun
02692,4,0.0,2,Aucun
02692,5,1.0,1,Aucun
02692,6,60.0,1,Superieur
02692,7,23.0,1,Secondaire
02693,1,30.0,1,Aucun
02693,2,39.0,2,Aucun
02693,3,5.0,2,Aucun
02693,4,17.0,1,Aucun
02693,5,68.0,2,Secondaire
02693,6,22.0,2,Secondaire
02694,1,53.0,2,Secondaire
02694,2,47.0,2,
02694,3,74.0,2,Primaire
02694,4,47.0,2,Primaire
02694,5,39.0,2,Aucun
02695,1,35.0,2,Aucun
02695,2,53.0,2,Secondaire
02695,3,31.0,2,Aucun
02695,4,55.0,1,Aucun
02695,5,73.0,2,Aucun
02695,6,17.0,1,Secondaire
02696,1,35.0,1,Superieur
02696,2,58.0,2,Aucun
02696,3,62.0,2,Aucun
02696,4,5.0,1,Aucun
02696,5,56.0,2,Secondaire
02697,1,35.0,1,Aucun
02697,2,45.0,2,Secondaire
02697,3,36.0,1,Aucun
02697,4,3.0,2,Aucun
02697,5,29.0,1,Primaire
02697,6,23.0,1,Aucun
02698,1,37.0,2,
02698,2,18.0,1,Superieur
02698,3,20.0,2,Primaire
02698,4,58.0,2,Primaire
02698,5,20.0,1,Aucun
02698,6,63.0,2,Primaire
02698,7,10.0,2,Aucun
02698,8,34.0,1,Secondaire
02699,1,40.0,2,Aucun
02699,2,57.0,1,Aucun
02699,3,56.0,2,Aucun
02699,4,0.0,1,Aucun
02700,1,37.0,1,Primaire
02700,2,56.0,2,Aucun
02700,3,54.0,2,Aucun
02700,4,22.0,1,Primaire
02700,5,27.0,2,Primaire
02700,6,3.0,1,Aucun
02700,7,43.0,2,Secondaire
02700,8,30.0,1,Aucun
02701,1,44.0,1,Aucun
02701,2,30.0,2,Primaire
02701,3,33.0,2,Aucun
02701,4,46.0,2,Aucun
02701,5,19.0,2,Aucun
02702,1,55.0,1,Aucun
02702,2,44.0,2,Primaire
02702,3,38.0,1,Primaire
02702,4,70.0,1,Aucun
02702,5,73.0,1,Aucun
02702,6,,1,Secondaire
02702,7,55.0,2,Aucun
02703,1,44.0,1,Aucun
02703,2,24.0,1,Secondaire
02703,3,66.0,2,Primaire
02703,4,21.0,2,Aucun
02703,5,63.0,2,Secondaire
02704,1,41.0,1,Aucun
02704,2,27.0,1,Secondaire
02704,3,37.0,2,
02704,4,,1,Primaire
02704,5,19.0,1,Primaire
02704,6,29.0,2,Primaire
02704,7,17.0,1,Aucun
02705,1,50.0,1,Secondaire
02705,2,17.0,2,Primaire
02705,3,67.0,1,Secondaire
02705,4,42.0,2,Aucun
02705,5,41.0,1,Aucun
02705,6,6.0,1,Aucun
02705,7,50.0,1,Primaire
02705,8,0.0,2,
02706,1,51.0,1,Aucun
02706,2,69.0,2,Primaire
02706,3,66.0,2,Aucun
02707,1,74.0,1,Secondaire
02707,2,42.0,1,Aucun
02707,3,64.0,2,Secondaire
02707,4,47.0,1,Secondaire
02707,5,9.0,1,Primaire
02707,6,22.0,2,Secondaire
02707,7,8.0,2,Aucun
02707,8,42.0,2,Primaire
02708,1,25.0,1,Aucun
02708,2,65.0,1,Primaire
02708,3,51.0,1,Aucun
02709,1,46.0,1,Primaire
02709,2,57.0,1,Primaire
02709,3,53.0,2,Secondaire
02710,1,44.0,1,Primaire
02710,2,24.0,1,Primaire
02710,3,19.0,2,Aucun
02710,4,13.0,2,
02711,1,42.0,1,Aucun
02711,2,43.0,1,Secondaire
02712,1,30.0,1,Primaire
02712,2,36.0,2,Primaire
02712,3,19.0,1,Primaire
02712,4,23.0,1,Primaire
02712,5,45.0,1,Aucun
02712,6,39.0,1,Superieur
02712,7,2.0,1,Aucun
02712,8,2.0,2,Aucun
02712,9,63.0,1,Primaire
02712,10,41.0,1,Secondaire
02713,1,41.0,1,Secondaire
02713,2,,2,Aucun
02713,3,31.0,1,Aucun
02713,4,,2,Secondaire
02713,5,60.0,2,
02713,6,0.0,1,Aucun
02714,1,38.0,1,Aucun
02714,2,0.0,1,Aucun
02714,3,14.0,1,Secondaire
02714,4,33.0,1,Secondaire
02715,1,43.0,1,Aucun
02715,2,38.0,1,Aucun
02715,3,12.0,2,Primaire
02715,4,13.0,1,Aucun
02715,5,68.0,1,Aucun
02715,6,26.0,1,Primaire
02715,7,40.0,2,Superieur
02715,8,63.0,1,Aucun
02716,1,33.0,1,Superieur
02717,1,31.0,1,Superieur
02717,2,1.0,1,Aucun
02717,3,57.0,2,Primaire
02717,4,51.0,1,Primaire
02717,5,1.0,1,Aucun
02717,6,7.0,1,Aucun
02718,1,40.0,1,Aucun
02718,2,14.0,2,Primaire
02718,3,67.0,2,Secondaire
02719,1,20.0,2,Aucun
02719,2,39.0,2,
02719,3,20.0,2,Aucun
02719,4,53.0,1,Aucun
02719,5,8.0,1,Aucun
02719,6,51.0,2,Primaire
02720,1,44.0,2,Aucun
02720,2,70.0,2,Primaire
02720,3,6.0,2,Secondaire
02721,1,46.0,1,Aucun
02721,2,72.0,2,Aucun
02721,3,31.0,2,Superieur
02721,4,28.0,2,Secondaire
02721,5,,1,
02721,6,56.0,2,Aucun
02721,7,,1,Aucun
02721,8,63.0,1,Primaire
02722,1,46.0,1,Secondaire
02722,2,19.0,1,Primaire
02722,3,11.0,1,Primaire
02722,4,69.0,2,Primaire
02722,5,9.0,1,
02722,6,39.0,2,Secondaire
02722,7,67.0,1,Secondaire
02723,1,55.0,1,Aucun
02723,2,65.0,2,Aucun
02723,3,4.0,1,Aucun
02723,4,23.0,2,Aucun
02723,5,27.0,1,Superieur
02724,1,36.0,1,Aucun
02724,2,49.0,1,Aucun
02724,3,12.0,2,Aucun
02724,4,57.0,2,Aucun
02724,5,0.0,2,Aucun
02724,6,9.0,2,Secondaire
02725,1,36.0,2,Aucun
02725,2,60.0,2,Aucun
02726,1,56.0,1,Primaire
02726,2,4.0,1,Aucun
02726,3,13.0,2,Secondaire
02726,4,44.0,2,Aucun
02726,5,37.0,1,Primaire
02726,6,53.0,1,Aucun
02726,7,47.0,2,Secondaire
02726,8,74.0,1,Primaire
02726,9,57.0,2,
02726,10,1.0,2,Aucun
02726,11,32.0,1,Aucun
02727,1,37.0,1,Primaire
02727,2,67.0,1,Secondaire
02727,3,11.0,1,Primaire
02727,4,45.0,2,Aucun
02727,5,54.0,1,Secondaire
02727,6,34.0,1,Aucun
02728,1,60.0,1,Aucun
02728,2,34.0,2,Primaire
02728,3,47.0,1,Secondaire
02728,4,31.0,2,Aucun
02728,5,54.0,2,Secondaire
02728,6,57.0,2,Primaire
02728,7,58.0,2,Primaire
02729,1,29.0,1,Aucun
02729,2,73.0,1,Secondaire
02729,3,66.0,1,Secondaire
02729,4,4.0,2,
02729,5,20.0,2,Aucun
02729,6,53.0,1,Primaire
02730,1,39.0,1,Aucun
02730,2,13.0,2,Secondaire
02731,1,41.0,1,Primaire
02731,2,16.0,2,Secondaire
02731,3,56.0,1,Primaire
02731,4,10.0,2,Primaire
02731,5,,1,Primaire
02731,6,25.0,1,Primaire
02731,7,56.0,1,Secondaire
02731,8,28.0,2,Primaire
02731,9,74.0,1,Secondaire
02732,1,49.0,1,Aucun
02732,2,37.0,1,Aucun
02732,3,43.0,1,Secondaire
02732,4,74.0,2,Secondaire
02732,5,57.0,2,Secondaire
02732,6,70.0,2,Aucun
02732,7,2.0,1,Aucun
02733,1,40.0,2,Secondaire
02733,2,4.0,2,Aucun
02733,3,53.0,2,Secondaire
02733,4,24.0,1,Superieur
02733,5,30.0,2,Aucun
02733,6,42.0,2,Aucun
02733,7,54.0,1,Primaire
02734,1,28.0,1,
02734,2,11.0,1,Aucun
02734,3,43.0,2,Aucun
02734,4,74.0,2,Aucun
02734,5,44.0,1,Aucun
02734,6,63.0,2,Primaire
02735,1,50.0,1,Aucun
02735,2,12.0,1,Primaire
02735,3,74.0,2,Primaire
02735,4,43.0,1,Primaire
02736,1,34.0,1,Aucun
02736,2,5.0,1,Aucun
02736,3,56.0,1,Primaire
02736,4,31.0,2,Primaire
02736,5,8.0,1,Aucun
02736,6,5.0,2,Aucun
02736,7,30.0,2,Secondaire
02737,1,56.0,1,Aucun
02737,2,1.0,2,Aucun
02737,3,53.0,1,Primaire
02737,4,5.0,2,Aucun
02737,5,10.0,2,Primaire
02737,6,45.0,1,Primaire
02738,1,50.0,1,Aucun
02738,2,61.0,1,Aucun
02738,3,35.0,1,Primaire
02739,1,51.0,2,
02739,2,14.0,1,Aucun
02739,3,28.0,1,
02739,4,10.0,1,Secondaire
02739,5,16.0,2,Secondaire
02739,6,32.0,2,Aucun
02739,7,30.0,1,Primaire
02739,8,56.0,1,Primaire
02740,1,27.0,1,Superieur
02740,2,8.0,1,Secondaire
02740,3,67.0,1,Aucun
02740,4,29.0,2,
02740,5,16.0,2,Aucun
02741,1,36.0,1,
02741,2,59.0,1,Primaire
02741,3,42.0,2,Superieur
02741,4,53.0,2,Primaire
02741,5,32.0,2,Primaire
02741,6,,2,Aucun
02742,1,38.0,1,Primaire
02742,2,25.0,2,Aucun
02742,3,29.0,2,Aucun
02742,4,62.0,2,Secondaire
02742,5,13.0,2,Primaire
02742,6,70.0,1,Aucun
02742,7,66.0,1,Aucun
02742,8,44.0,2,Aucun
02743,1,46.0,1,Aucun
02743,2,16.0,2,Aucun
02743,3,56.0,1,Aucun
02743,4,16.0,1,Primaire
02743,5,67.0,2,
02743,6,57.0,1,Superieur
02744,1,50.0,1,Superieur
02744,2,63.0,2,
02744,3,18.0,2,Primaire
02745,1,51.0,1,Primaire
02745,2,4.0,2,Aucun
02745,3,2.0,2,Aucun
02745,4,73.0,2,Aucun
02745,5,25.0,1,Aucun
02745,6,13.0,2,Aucun
02745,7,40.0,1,Primaire
02745,8,50.0,2,Primaire
02745,9,41.0,2,Secondaire
02745,10,29.0,1,Aucun
02745,11,31.0,1,Aucun
02746,1,45.0,1,Primaire
02746,2,60.0,2,Aucun
02746,3,31.0,1,Secondaire
02746,4,,2,Aucun
